0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
50;0
50;0.366125
50;0.791303
50;0.850356
50;0.838545
50;0.862166
50;0.850356
50;0.850356
50;0.838545
50;0.850356
50;0.850356
50;0.862166
50;0.838545
50;0.838545
50;0.838545
50;0.838545
50;0.862166
50;0.838545
50;0.838545
50;0.838545
100;0.838545
100;1.33459
100;1.80701
100;1.85425
100;1.88968
100;1.88968
100;1.87787
100;1.88968
100;1.88968
100;1.9133
100;1.88968
100;1.88968
100;1.87787
100;1.88968
100;1.88968
100;1.92511
100;1.90149
100;1.88968
100;1.88968
100;1.90149
150;1.9133
150;2.43296
150;2.88176
150;2.99987
150;3.0353
150;3.02349
150;3.04711
150;3.04711
150;3.0353
150;3.10616
150;3.0353
150;3.04711
150;3.0353
150;3.0353
150;3.0353
150;3.04711
150;3.10616
150;3.0353
150;3.0353
150;3.02349
200;3.02349
200;3.51953
200;3.99195
200;4.12186
200;4.14549
200;4.1573
200;4.1573
200;4.1573
200;4.1573
200;4.1573
200;4.1573
200;4.1573
200;4.19273
200;4.1573
200;4.19273
200;4.16911
200;4.18092
200;4.19273
200;4.19273
200;4.18092
250;4.19273
250;4.66515
250;5.16119
250;5.30291
250;5.31472
250;5.33835
250;5.30291
250;5.31472
250;5.30291
250;5.2911
250;5.2911
250;5.27929
250;5.27929
250;5.27929
250;5.2911
250;5.27929
250;5.26748
250;5.26748
250;5.30291
250;5.2911
200;5.27929
200;4.8423
200;4.34626
200;4.26359
200;4.21635
200;4.20454
200;4.21635
200;4.20454
200;4.21635
200;4.20454
200;4.19273
200;4.19273
200;4.20454
200;4.18092
200;4.18092
200;4.16911
200;4.19273
200;4.16911
200;4.19273
200;4.18092
150;4.18092
150;3.67306
150;3.20065
150;3.08254
150;3.10616
150;3.04711
150;3.04711
150;3.05892
150;3.04711
150;3.07073
150;3.04711
150;3.05892
150;3.11797
150;3.05892
150;3.05892
150;3.05892
150;3.05892
150;3.07073
150;3.05892
150;3.07073
100;3.11797
100;2.52745
100;2.03141
100;1.97235
100;1.93692
100;1.93692
100;1.93692
100;1.96054
100;1.92511
100;1.92511
100;1.92511
100;1.9133
100;1.92511
100;1.93692
100;1.96054
100;1.92511
100;1.92511
100;1.9133
100;1.9133
100;1.9133
50;1.9133
50;1.40545
50;0.980271
50;0.873977
50;0.850356
50;0.850356
50;0.862166
50;0.850356
50;0.885787
50;0.850356
50;0.850356
50;0.862166
50;0.873977
50;0.850356
50;0.850356
50;0.850356
50;0.862166
50;0.850356
50;0.885787
50;0.862166
0;0.850356
0;0.307073
0;0
